node_id,in_degree,out_degree,degree_centrality,pagerank,clustering_coeff,community_id
00006a33c52407d5,0,12,0.0003941145559642669,2.3025411615312558e-05,0,0
09d20e64f27e5c20,11,0,0.000361271676300578,4.434266338157454e-05,0,0
346dd33f0145e253,10,0,0.0003284287966368891,4.526543283996817e-05,0,1
44b639afd5f36345,10,0,0.0003284287966368891,4.4099883079977537e-05,0,1
4d56d5dc0f4eecbf,12,0,0.0003941145559642669,5.5057455633792846e-05,0,0
584fb3d86c3f5a45,14,0,0.00045980031529164474,5.3384708660459025e-05,0,15
6513464dc26f0d78,8,0,0.0002627430373095113,3.814758184292184e-05,0,3
8e7fcf5e361ce8ad,12,0,0.0003941145559642669,4.7321267049354706e-05,0,4
9e89d984073be2bb,12,0,0.0003941145559642669,4.643546250555619e-05,0,4
b63a7958bba1f9f9,8,0,0.0002627430373095113,4.034362050526351e-05,0,0
b946d7830e4c1764,12,0,0.0003941145559642669,5.02890662389294e-05,0,2
bdbf5a2ed640f525,5,0,0.00016421439831844456,3.2572256365764425e-05,0,7
fa865c727688f931,12,0,0.0003941145559642669,4.530497768567345e-05,0,3
00066120e86e0b1d,0,10,0.0003284287966368891,2.3025411615312558e-05,0,0
0a6e50dedf7237cd,7,0,0.00022990015764582237,3.92157904442533e-05,0,1
173fa045954e949c,7,0,0.00022990015764582237,3.706800755516741e-05,0,4
2932dd1661d37a8a,8,0,0.0002627430373095113,3.7275576514512803e-05,0,1
4c32ae55f387202c,13,0,0.00042695743562795585,5.09819029971814e-05,0,8
8c1aceedffa60dac,13,0,0.00042695743562795585,4.936056432326447e-05,0,16
993044360e9949fc,9,0,0.0002955859169732002,4.2459186789281804e-05,0,1
9c082532b058a5e0,14,0,0.00045980031529164474,5.331446816529021e-05,0,0
e4b668ec0df24f0a,10,0,0.0003284287966368891,4.0543778262756426e-05,0,8
ed49d7beec917fc1,11,0,0.000361271676300578,4.5858107758258934e-05,0,0
f91e027fa93180aa,11,0,0.000361271676300578,4.972681043271962e-05,0,16
0008fab8e15e1251,0,12,0.0003941145559642669,2.3025411615312558e-05,0,0
17ef30b80fd1c40a,13,0,0.00042695743562795585,4.503743590150442e-05,0,2
1a62a11f212028ee,9,0,0.0002955859169732002,4.24110139772408e-05,0,10
3054fc7f685c7275,11,0,0.000361271676300578,4.542576921437326e-05,0,11
3e234850c1fc2e36,6,0,0.00019705727798213345,3.382115449285698e-05,0,2
4fee835e78e9a6f4,4,0,0.00013137151865475564,2.9582666030444435e-05,0,7
53c4738757a931bb,15,0,0.0004926431949553336,5.633281838839586e-05,0,0
6b8173e2b14a1f65,6,0,0.00019705727798213345,3.6723746167625335e-05,0,0
c1a13e83ea6f3ecc,15,0,0.0004926431949553336,5.5541763685312934e-05,0,4
c2296227964d07df,10,0,0.0003284287966368891,4.6122339227289735e-05,0,12
ee8a4346ffcf078f,11,0,0.000361271676300578,4.437144278964604e-05,0,13
f5e738dffcae5513,8,0,0.0002627430373095113,3.813945164387475e-05,0,10
fd190b0dff118eee,10,0,0.0003284287966368891,4.4957702040661536e-05,0,12
000df7908738f387,0,9,0.0002955859169732002,2.3025411615312558e-05,0,11
0069d7d32b19a34d,13,0,0.00042695743562795585,4.950963543798023e-05,0,13
4b17e57b8c59adf8,9,0,0.0002955859169732002,4.110086281991244e-05,0,3
4e4619bcb952ad30,12,0,0.0003941145559642669,4.8060036666849e-05,0,15
826cdf350e2aabf3,7,0,0.00022990015764582237,3.8314167962172666e-05,0,11
8b959547fb5ceb99,6,0,0.00019705727798213345,3.343109851476388e-05,0,11
8cf062db061e85c9,5,0,0.00016421439831844456,3.388514524318009e-05,0,13
9112393fb9412a27,13,0,0.00042695743562795585,5.607915064737862e-05,0,11
cba441b71e54a724,10,0,0.0003284287966368891,5.270963373561947e-05,0,11
f5d67fe9e525476b,12,0,0.0003941145559642669,5.039188283776315e-05,0,10
0013aee9d4584597,0,9,0.0002955859169732002,2.3025411615312558e-05,0,3
09d2a268a2414204,9,0,0.0002955859169732002,4.752020804236439e-05,0,3
1ece0a3601ae68b8,12,0,0.0003941145559642669,4.885560706271999e-05,0,3
5a6ea83fd9a19412,7,0,0.00022990015764582237,3.7540230923069874e-05,0,13
8b5e2165f0ce4d12,8,0,0.0002627430373095113,3.6226200108933305e-05,0,2
c0eecd05915ffc9e,10,0,0.0003284287966368891,4.4997246886366836e-05,0,3
eecb068782ff671f,11,0,0.000361271676300578,4.507557973862516e-05,0,3
f20d4954920dcd05,18,0,0.0005911718339464004,6.266610517739686e-05,0,12
f3eb3d0422316f95,14,0,0.00045980031529164474,4.854456594827513e-05,0,14
f80046f4b6bcd305,11,0,0.000361271676300578,4.476788678127614e-05,0,10
001800740769b6c7,0,11,0.000361271676300578,2.3025411615312558e-05,0,12
10d2a6a06140b478,9,0,0.0002955859169732002,4.4371940556934636e-05,0,7
254e351328d2d1b7,7,0,0.00022990015764582237,3.61399204455763e-05,0,1
2cae55936f30cce7,7,0,0.00022990015764582237,3.535369701323566e-05,0,0
6e28757aa641c915,13,0,0.00042695743562795585,4.6819608717115044e-05,0,12
acb43a83ce932953,13,0,0.00042695743562795585,4.469239207583877e-05,0,3
c1cbe3e6a31fea68,13,0,0.00042695743562795585,4.9775702241955264e-05,0,15
c5f5e5a15137c696,10,0,0.0003284287966368891,4.034555626694137e-05,0,12
c9cdd369457c0693,10,0,0.0003284287966368891,4.590556157310528e-05,0,16
cb0c490d990591aa,15,0,0.0004926431949553336,5.620915087091749e-05,0,1
e3c6c0866a0badef,13,0,0.00042695743562795585,5.976279450543387e-05,0,12
f9db8bcee6e088e8,8,0,0.0002627430373095113,4.137493901976219e-05,0,16
0018abfecd11d35b,0,10,0.0003284287966368891,2.3025411615312558e-05,0,7
0eb2ef458c9df446,7,0,0.00022990015764582237,4.069404867643654e-05,0,11
189a544a8a7d4a5f,15,0,0.0004926431949553336,5.6832106632597975e-05,0,0
1f3d3abf4c445284,11,0,0.000361271676300578,4.3780628805270823e-05,0,1
2076cbb1a9eae42a,9,0,0.0002955859169732002,4.1192534962229254e-05,0,7
68173c368e2924ff,12,0,0.0003941145559642669,4.5641891312292004e-05,0,4
98a5d8280d8fa4a4,16,0,0.0005254860746190226,5.377844258574011e-05,0,7
ab1cd3499f7d9bd5,8,0,0.0002627430373095113,3.9998778389218064e-05,0,0
daca18113c68cd9a,16,0,0.0005254860746190226,5.723515986767115e-05,0,15
e0be3f4d37354d48,15,0,0.0004926431949553336,5.6276874875905094e-05,0,12
e6b5245aeabaa2dd,7,0,0.00022990015764582237,3.808408885988734e-05,0,2
001b284027238128,0,6,0.00019705727798213345,2.3025411615312558e-05,0,1
09ee58a7d2efe730,7,0,0.00022990015764582237,4.2869734187422174e-05,0,1
3d5118c4b8b5194c,10,0,0.0003284287966368891,4.8550234964617506e-05,0,0
55fe2e09657f4864,13,0,0.00042695743562795585,5.3422159955509346e-05,0,13
64553821f4e0bb5d,11,0,0.000361271676300578,5.014283327103459e-05,0,0
85bb8eea1cde3189,8,0,0.0002627430373095113,4.244983982575145e-05,0,11
a1063fd2b98b72fa,14,0,0.00045980031529164474,5.043157408561216e-05,0,12
001c797d6edcf99c,0,6,0.00019705727798213345,2.3025411615312558e-05,0,1
1960097c3577835d,10,0,0.0003284287966368891,4.3371234730684734e-05,0,12
3ffa14e79eb37dd8,13,0,0.00042695743562795585,4.8075696816154e-05,0,1
6a8e2f0452acc299,9,0,0.0002955859169732002,4.4309166571094766e-05,0,13
9714315134bda20e,11,0,0.000361271676300578,4.72994759036094e-05,0,3
b040fcf93140b482,15,0,0.0004926431949553336,5.5112320650491656e-05,0,2
f79b8deb9503a902,12,0,0.0003941145559642669,4.9588403472751113e-05,0,13
00201d8909b23148,0,12,0.0003941145559642669,2.3025411615312558e-05,0,4
19a2196ed445488a,8,0,0.0002627430373095113,4.0209168029865515e-05,0,0
1f02ec41eb615aff,7,0,0.00022990015764582237,4.124645975182738e-05,0,10
2fc931ab3ba72ac7,7,0,0.00022990015764582237,3.860751881758647e-05,0,13
61b5eee6e6b63759,6,0,0.00019705727798213345,3.741578096746792e-05,0,4
6516db619069f789,12,0,0.0003941145559642669,4.5766656845848175e-05,0,1
78809a355c922b56,9,0,0.0002955859169732002,4.0718494581054346e-05,0,3
994b42483c180dfa,10,0,0.0003284287966368891,4.3239519975374035e-05,0,7
b8a4eb0e178676d1,12,0,0.0003941145559642669,4.649599653859735e-05,0,13
c249e9ea2dc54b6f,11,0,0.000361271676300578,4.816478902736064e-05,0,13
c88c458e4ae50be6,9,0,0.0002955859169732002,4.152449043624765e-05,0,4
d89537c880eb8546,12,0,0.0003941145559642669,4.795592034231723e-05,0,6
e15a00c2260e0bf1,14,0,0.00045980031529164474,4.865514511410624e-05,0,2
002114eaccb248ec,0,10,0.0003284287966368891,2.3025411615312558e-05,0,11
37bd1ee12b1fc7e5,14,0,0.00045980031529164474,5.476189247931861e-05,0,0
45e5a474eb32dee9,9,0,0.0002955859169732002,4.0037750639872413e-05,0,1
4669034341e912c8,8,0,0.0002627430373095113,4.248097793502709e-05,0,2
4b1eed0c0f865714,11,0,0.000361271676300578,4.5850198789117874e-05,0,13
7b3e7c2187351dc2,10,0,0.0003284287966368891,4.627059091807721e-05,0,3
82396fd82196ba46,9,0,0.0002955859169732002,4.1274141143821076e-05,0,11
d3d05f790e64399e,7,0,0.00022990015764582237,3.843999247123496e-05,0,4
d8579ca8b2369138,10,0,0.0003284287966368891,4.054126177257519e-05,0,11
ee7a4912be30e5bd,9,0,0.0002955859169732002,4.320730337030644e-05,0,3
fb88d26c196c070a,9,0,0.0002955859169732002,4.422935788248954e-05,0,3
002358012b6de9e6,0,11,0.000361271676300578,2.3025411615312558e-05,0,13
3908c15c89aed225,14,0,0.00045980031529164474,5.727592147785966e-05,0,13
4c65685ccb034eec,8,0,0.0002627430373095113,3.8200925904016605e-05,0,0
4d209afedc9ffbf9,10,0,0.0003284287966368891,4.989361778187648e-05,0,3
52d5f43479963b57,12,0,0.0003941145559642669,4.457707598731356e-05,0,13
540db5582d7ddf38,11,0,0.000361271676300578,4.732270504374399e-05,0,13
77d86e3150c93f83,12,0,0.0003941145559642669,5.5238864156748575e-05,0,15
798d7e33cf28ecf1,13,0,0.00042695743562795585,5.604629800633116e-05,0,13
913c4d37d484ec62,14,0,0.00045980031529164474,5.1361533515952186e-05,0,16
aed12ff82dc98cf3,7,0,0.00022990015764582237,3.781590290628601e-05,0,3
c8bfc8fdc14d93c6,12,0,0.0003941145559642669,4.751180130593473e-05,0,1
ed93854919fdc852,13,0,0.00042695743562795585,4.64802237195724e-05,0,12
00298b5a591911cd,0,10,0.0003284287966368891,2.3025411615312558e-05,0,4
199d9d96649fb60d,16,0,0.0005254860746190226,5.6691301930853654e-05,0,1
2ebdd3e2e4bf7af6,7,0,0.00022990015764582237,3.57921470332758e-05,0,4
3d66e3e023ffb87c,7,0,0.00022990015764582237,3.8177779725096796e-05,0,13
4e597786a3026d47,7,0,0.00022990015764582237,3.767863788303838e-05,0,4
7b3ae665fa5062e3,8,0,0.0002627430373095113,4.3352181305026725e-05,0,4
a3af7f102baf663d,17,0,0.0005583289542827115,6.203316641620617e-05,0,0
a3f4ee4274764a2e,4,0,0.00013137151865475564,3.403469665966555e-05,0,4
a6d1541d0b17d241,13,0,0.00042695743562795585,4.76496275373999e-05,0,0
b9e549d7d0bdfd75,11,0,0.000361271676300578,4.742408364818846e-05,0,16
ba9743cad5801210,11,0,0.000361271676300578,4.207114953408135e-05,0,7
0029c528b005ed94,0,11,0.000361271676300578,2.3025411615312558e-05,0,1
0cd6c4de4ad862a5,7,0,0.00022990015764582237,3.700199808195165e-05,0,11
181b93d0ca22f955,12,0,0.0003941145559642669,4.272274438037512e-05,0,1
2170ec2540fa2acb,10,0,0.0003284287966368891,4.11663745258396e-05,0,16
47f9ef8fd1e46f8c,13,0,0.00042695743562795585,4.727798894898492e-05,0,1
639de5211dccf00d,14,0,0.00045980031529164474,4.9779656726525794e-05,0,10
8648029cbc8bd95f,7,0,0.00022990015764582237,3.776795132415105e-05,0,9
a5e0fa5f5102e303,12,0,0.0003941145559642669,4.907827496315285e-05,0,1
b8197454ff151eae,10,0,0.0003284287966368891,4.6088684627832856e-05,0,2
c7996b29f606d6fa,14,0,0.00045980031529164474,5.212201131797702e-05,0,1
dfe9110c255694eb,11,0,0.000361271676300578,4.9820003530640496e-05,0,3
e014259a3b96da5e,12,0,0.0003941145559642669,4.856441319889012e-05,0,1
002a6e78b523a74e,0,15,0.0004926431949553336,2.3025411615312558e-05,0,0
02fb294274415da5,11,0,0.000361271676300578,4.941368715445318e-05,0,1
1457cc3363d24682,12,0,0.0003941145559642669,4.917218705826835e-05,0,2
3fcd27062f4afc8d,10,0,0.0003284287966368891,3.9878927087618954e-05,0,13
